"LOCATION","Country","TL","Territory level","GEO","Geography","VAR","Variable","TIME","Time","Value","Flag Codes","Flags"
"JPN","Japan","FUA","Functional Urban Area","JPN22F","Shizuoka","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",33.6,,
"POL","Poland","FUA","Functional Urban Area","PL024F","Częstochowa","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",237,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK520F","Southampton","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",166,,
"ESP","Spain","FUA","Functional Urban Area","ES014F","Pamplona/Iruña","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",27.8,,
"TUR","Türkiye","FUA","Functional Urban Area","TR010F","Gaziantep","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",20.8,,
"USA","United States","FUA","Functional Urban Area","USA162F","Tuscaloosa","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",52.3,,
"FRA","France","FUA","Functional Urban Area","FR040F","Bayonne","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39.1,,
"ITA","Italy","FUA","Functional Urban Area","IT084F","Ragusa","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",32.5,,
"FIN","Finland","FUA","Functional Urban Area","FI002F","Tampere/Tammerfors","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42,,
"USA","United States","FUA","Functional Urban Area","USA66F","Montgomery (OH)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",621,,
"USA","United States","FUA","Functional Urban Area","USA73F","Hampden","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",359,,
"COL","Colombia","FUA","Functional Urban Area","COL28F","Apartado","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",108,,
"FRA","France","FUA","Functional Urban Area","FR031F","Caen","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",40.6,,
"CHE","Switzerland","FUA","Functional Urban Area","CH002F","Zürich","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",54.7,,
"ROU","Romania","FUA","Functional Urban Area","RO008F","Arad","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",35.5,,
"TUR","Türkiye","FUA","Functional Urban Area","TR025F","Van","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",49,,
"HRV","Croatia","FUA","Functional Urban Area","HR005F","Split","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.6,,
"ITA","Italy","FUA","Functional Urban Area","IT014F","Trento","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.2,,
"CAN","Canada","FUA","Functional Urban Area","CAN19F","St Johns","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",277,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK576F","Crawley","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",55.3,,
"JPN","Japan","FUA","Functional Urban Area","JPN15F","Niigata","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",16.4,,
"DEU","Germany","FUA","Functional Urban Area","DE020F","Göttingen","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",45.4,,
"USA","United States","FUA","Functional Urban Area","USA48F","Jefferson (AL)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",610,,
"MEX","Mexico","FUA","Functional Urban Area","MEX58F","Campeche","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",25.3,,
"NLD","Netherlands","FUA","Functional Urban Area","NL005F","Alphen aan den Rijn","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",145,,
"COL","Colombia","FUA","Functional Urban Area","COL11F","Santa Marta","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.6,,
"CAN","Canada","FUA","Functional Urban Area","CAN06F","Edmonton","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",40.4,,
"USA","United States","FUA","Functional Urban Area","USA76F","Polk","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",60.6,,
"MEX","Mexico","FUA","Functional Urban Area","MEX21F","Aguascalientes","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",22,,
"POL","Poland","FUA","Functional Urban Area","PL017F","Gorzów Wielkopolski","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",51.9,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK004F","Glasgow","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",168,,
"DEU","Germany","FUA","Functional Urban Area","DE101F","Paderborn","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",213,,
"FRA","France","FUA","Functional Urban Area","FR019F","Nancy","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",107,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK001F","London","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",52.5,,
"FRA","France","FUA","Functional Urban Area","FR045F","Valenciennes","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",183,,
"USA","United States","FUA","Functional Urban Area","USA140F","Boulder","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",263,,
"USA","United States","FUA","Functional Urban Area","USA170F","Benton (AR)","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",57.5,,
"MEX","Mexico","FUA","Functional Urban Area","MEX40F","Mazatlan","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",19.5,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK002F","West Midlands urban area","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",51.9,,
"COL","Colombia","FUA","Functional Urban Area","COL17F","Buenaventura","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",27,,
"JPN","Japan","FUA","Functional Urban Area","JPN12F","Yokkaichi","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",73,,
"USA","United States","FUA","Functional Urban Area","USA154F","Merced","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",30.1,,
"USA","United States","FUA","Functional Urban Area","USA135F","Roanoke","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",63,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK008F","Manchester","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",169,,
"USA","United States","FUA","Functional Urban Area","USA134F","Sebastian","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",672,,
"CZE","Czech Republic","FUA","Functional Urban Area","CZ004F","Plzeň","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",177,,
"BGR","Bulgaria","FUA","Functional Urban Area","BG003F","Varna","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",122,,
"KOR","Korea","FUA","Functional Urban Area","KOR11F","Gyeongsan","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",24.3,,
"MEX","Mexico","FUA","Functional Urban Area","MEX65F","Nogales","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",32.5,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK543F","North East Lincolnshire","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",37.7,,
"DEU","Germany","FUA","Functional Urban Area","DE001F","Berlin","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",56.6,,
"USA","United States","FUA","Functional Urban Area","USA182F","Harrison","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",937,,
"USA","United States","FUA","Functional Urban Area","USA69F","Charleston","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",44.9,,
"USA","United States","FUA","Functional Urban Area","USA22F","Las Vegas","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",29,,
"POL","Poland","FUA","Functional Urban Area","PL063F","Elbląg","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",60.5,,
"JPN","Japan","FUA","Functional Urban Area","JPN06F","Sendai","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",24,,
"LUX","Luxembourg","FUA","Functional Urban Area","LU001F","Luxembourg","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",138,,
"USA","United States","FUA","Functional Urban Area","USA129F","Peoria","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",56.3,,
"JPN","Japan","FUA","Functional Urban Area","JPN52F","Shimonoseki","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",156,,
"DEU","Germany","FUA","Functional Urban Area","DE041F","Kaiserslautern","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",205,,
"MEX","Mexico","FUA","Functional Urban Area","MEX31F","Tuxtla Gutierrez","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",27.3,,
"ROU","Romania","FUA","Functional Urban Area","RO023F","Constanţa","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",51,,
"ESP","Spain","FUA","Functional Urban Area","ES063F","San Sebastián/Donostia","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",119,,
"USA","United States","FUA","Functional Urban Area","USA112F","Cameron","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",41.9,,
"IRL","Ireland","FUA","Functional Urban Area","IE002F","Cork","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",199,,
"NLD","Netherlands","FUA","Functional Urban Area","NL016F","Gouda","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",41.5,,
"DEU","Germany","FUA","Functional Urban Area","DE094F","Solingen","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",67.9,,
"USA","United States","FUA","Functional Urban Area","USA118F","Stark","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",679,,
"USA","United States","FUA","Functional Urban Area","USA111F","Berks","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",373,,
"FRA","France","FUA","Functional Urban Area","FR037F","Perpignan","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",90,,
"KOR","Korea","FUA","Functional Urban Area","KOR20F","Suncheon","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",41.4,,
"DEU","Germany","FUA","Functional Urban Area","DE087F","Krefeld","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",191,,
"PRT","Portugal","FUA","Functional Urban Area","PT013F","Póvoa de Varzim","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",278,,
"FRA","France","FUA","Functional Urban Area","FR077F","Saint-Louis-Bâle (French part)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",229,,
"MEX","Mexico","FUA","Functional Urban Area","MEX01F","Mexico City","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",28,,
"USA","United States","FUA","Functional Urban Area","USA208F","Douglas (KS)","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",62.7,,
"BGR","Bulgaria","FUA","Functional Urban Area","BG006F","Ruse","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",36.8,,
"USA","United States","FUA","Functional Urban Area","USA82F","Summit","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",468,,
"DEU","Germany","FUA","Functional Urban Area","DE005F","Frankfurt am Main","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",146,,
"JPN","Japan","FUA","Functional Urban Area","JPN45F","Kusatsu","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",48,,
"DEU","Germany","FUA","Functional Urban Area","DE085F","Braunschweig-Salzgitter","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",52.2,,
"DEU","Germany","FUA","Functional Urban Area","DE105F","Bremerhaven","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.4,,
"COL","Colombia","FUA","Functional Urban Area","COL38F","Facatativa","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",50,,
"CHL","Chile","FUA","Functional Urban Area","CL019F","Chillan","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",62,,
"SVN","Slovenia","FUA","Functional Urban Area","SI002F","Podravska","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",113,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK554F","Maidstone","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",55.6,,
"POL","Poland","FUA","Functional Urban Area","PL005F","Poznań","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",52.4,,
"USA","United States","FUA","Functional Urban Area","USA126F","Lubbock","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",185,,
"ESP","Spain","FUA","Functional Urban Area","ES003F","Valencia","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",84,,
"TUR","Türkiye","FUA","Functional Urban Area","TR007F","Diyarbakir","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",39,,
"FRA","France","FUA","Functional Urban Area","FR071F","Belfort","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",45.6,,
"USA","United States","FUA","Functional Urban Area","USA32F","Milwaukee","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",371,,
"FRA","France","FUA","Functional Urban Area","FR022F","Le Havre","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",34,,
"COL","Colombia","FUA","Functional Urban Area","COL27F","Florence","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",53.4,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK572F","Gloucester","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",110,,
"DEU","Germany","FUA","Functional Urban Area","DE122F","Zwickau","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",279,,
"USA","United States","FUA","Functional Urban Area","USA185F","Tampa-Hernando","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",63.2,,
"POL","Poland","FUA","Functional Urban Area","PL008F","Bydgoszcz","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",49.7,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK018F","Exeter","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",149,,
"ITA","Italy","FUA","Functional Urban Area","IT052F","Lecco","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",152,,
"SVK","Slovak Republic","FUA","Functional Urban Area","SK007F","Trnava","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",27,,
"MEX","Mexico","FUA","Functional Urban Area","MEX24F","Oaxaca de Juarez","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",25.4,,
"HRV","Croatia","FUA","Functional Urban Area","HR002F","Rijeka","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",207,,
"ROU","Romania","FUA","Functional Urban Area","RO005F","Brăila","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",56,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK539F","Bournemouth","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",137,,
"KOR","Korea","FUA","Functional Urban Area","KOR02F","Gimhae","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",40.5,,
"ESP","Spain","FUA","Functional Urban Area","ES019F","Bilbao","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",56,,
"FRA","France","FUA","Functional Urban Area","FR048F","Valence","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",24.8,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK026F","Kingston upon Hull","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",109,,
"HUN","Hungary","FUA","Functional Urban Area","HU009F","Székesfehérvár","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",37.7,,
"JPN","Japan","FUA","Functional Urban Area","JPN39F","Fukushima","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",20.8,,
"COL","Colombia","FUA","Functional Urban Area","COL20F","Popayan","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",51.9,,
"POL","Poland","FUA","Functional Urban Area","PL007F","Szczecin","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",166,,
"USA","United States","FUA","Functional Urban Area","USA85F","Lancaster (PA)","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",63.8,,
"MEX","Mexico","FUA","Functional Urban Area","MEX49F","Uruapan","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39.3,,
"ITA","Italy","FUA","Functional Urban Area","IT032F","Piacenza","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",23.9,,
"ESP","Spain","FUA","Functional Urban Area","ES030F","Girona","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",94,,
"ITA","Italy","FUA","Functional Urban Area","IT068F","Reggio nell'Emilia","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",43.8,,
"ROU","Romania","FUA","Functional Urban Area","RO026F","Braşov","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39.1,,
"USA","United States","FUA","Functional Urban Area","USA57F","Kern","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",80,,
"ESP","Spain","FUA","Functional Urban Area","ES008F","Palmas de Gran Canaria, Las","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",107,,
"COL","Colombia","FUA","Functional Urban Area","COL53F","Fundacion","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",70,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK561F","Torbay","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",179,,
"POL","Poland","FUA","Functional Urban Area","PL039F","Ostrów Wielkopolski","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",36.7,,
"ESP","Spain","FUA","Functional Urban Area","ES060F","Elche/Elx","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",191,,
"COL","Colombia","FUA","Functional Urban Area","COL02F","Medellin","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.6,,
"ESP","Spain","FUA","Functional Urban Area","ES022F","Vigo","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",58.2,,
"LTU","Lithuania","FUA","Functional Urban Area","LT005F","Klaipėda","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",148,,
"DEU","Germany","FUA","Functional Urban Area","DE008F","Leipzig","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",54.1,,
"CHL","Chile","FUA","Functional Urban Area","CL003F","Calama","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",49,,
"NLD","Netherlands","FUA","Functional Urban Area","NL037F","Rotterdam","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",35.4,,
"USA","United States","FUA","Functional Urban Area","USA07F","Dallas","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",45.8,,
"USA","United States","FUA","Functional Urban Area","USA25F","Indianapolis","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",62.6,,
"FRA","France","FUA","Functional Urban Area","FR010F","Rouen","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",45.3,,
"DEU","Germany","FUA","Functional Urban Area","DE016F","Bielefeld","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",59,,
"USA","United States","FUA","Functional Urban Area","USA91F","Guilford","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",564,,
"HRV","Croatia","FUA","Functional Urban Area","HR004F","Osijek","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",108,,
"ITA","Italy","FUA","Functional Urban Area","IT029F","Modena","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",70,,
"USA","United States","FUA","Functional Urban Area","USA103F","Newport News","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",510,,
"ROU","Romania","FUA","Functional Urban Area","RO007F","Bacău","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",120,,
"JPN","Japan","FUA","Functional Urban Area","JPN36F","Miyazaki","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",88,,
"CHL","Chile","FUA","Functional Urban Area","CL010F","Valparaiso","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",72,,
"USA","United States","FUA","Functional Urban Area","USA120F","Cumberland (NC)","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",65.5,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK029F","Nottingham","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",139,,
"USA","United States","FUA","Functional Urban Area","USA205F","Delaware","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",508,,
"AUS","Australia","FUA","Functional Urban Area","AUS08F","Newcastle","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",256,,
"MEX","Mexico","FUA","Functional Urban Area","MEX15F","Villahermosa","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",44.8,,
"NZL","New Zealand","FUA","Functional Urban Area","NZL03F","Wellington","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",177,,
"JPN","Japan","FUA","Functional Urban Area","JPN21F","Mito","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",81,,
"JPN","Japan","FUA","Functional Urban Area","JPN58F","Omuta","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",26.5,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK525F","Milton Keynes","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",60.2,,
"COL","Colombia","FUA","Functional Urban Area","COL47F","Sabanalarga","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39.1,,
"POL","Poland","FUA","Functional Urban Area","PL006F","Gdańsk","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",165,,
"FRA","France","FUA","Functional Urban Area","FR007F","Nantes","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.6,,
"USA","United States","FUA","Functional Urban Area","USA61F","Worcester","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",415,,
"MEX","Mexico","FUA","Functional Urban Area","MEX36F","Ensenada","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",31.8,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK582F","Corby","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",184,,
"CAN","Canada","FUA","Functional Urban Area","CAN08F","Winnipeg","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",142,,
"POL","Poland","FUA","Functional Urban Area","PL067F","Legnica","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",145,,
"LVA","Latvia","FUA","Functional Urban Area","LV002F","Liepaja","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",41.1,,
"ISL","Iceland","FUA","Functional Urban Area","IS001F","Reykjavík","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",53.5,,
"ITA","Italy","FUA","Functional Urban Area","IT040F","Pisa","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",103,,
"ITA","Italy","FUA","Functional Urban Area","IT025F","Sassari","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",112,,
"FRA","France","FUA","Functional Urban Area","FR012F","Grenoble","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",103,,
"MEX","Mexico","FUA","Functional Urban Area","MEX19F","Veracruz","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",26,,
"SVK","Slovak Republic","FUA","Functional Urban Area","SK001F","Bratislava","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",159,,
"USA","United States","FUA","Functional Urban Area","USA10F","Atlanta","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",64,,
"CHL","Chile","FUA","Functional Urban Area","CL001F","Arica","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",1.8,,
"IRL","Ireland","FUA","Functional Urban Area","IE001F","Dublin","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",48.4,,
"DEU","Germany","FUA","Functional Urban Area","DE004F","Köln","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",50.7,,
"USA","United States","FUA","Functional Urban Area","USA18F","Denver","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.1,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK025F","Coventry","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",49,,
"NOR","Norway","FUA","Functional Urban Area","NO003F","Trondheim","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",201,,
"HUN","Hungary","FUA","Functional Urban Area","HU010F","Szombathely","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",136,,
"CAN","Canada","FUA","Functional Urban Area","CAN03F","Vancouver","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",51.8,,
"POL","Poland","FUA","Functional Urban Area","PL035F","Inowrocław","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39,,
"USA","United States","FUA","Functional Urban Area","USA38F","Davidson","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",54.9,,
"USA","United States","FUA","Functional Urban Area","USA163F","Champaign","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",348,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK571F","Cheltenham","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",54,,
"JPN","Japan","FUA","Functional Urban Area","JPN10F","Naha","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",30.9,,
"TUR","Türkiye","FUA","Functional Urban Area","TR007F","Diyarbakir","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",25.3,,
"COL","Colombia","FUA","Functional Urban Area","COL15F","Monteria","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",38,,
"JPN","Japan","FUA","Functional Urban Area","JPN16F","Utsunomiya","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",46,,
"DEU","Germany","FUA","Functional Urban Area","DE018F","Magdeburg","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",189,,
"DEU","Germany","FUA","Functional Urban Area","DE039F","Koblenz","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",44.2,,
"CHL","Chile","FUA","Functional Urban Area","CL024F","Osorno","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",119,,
"CZE","Czech Republic","FUA","Functional Urban Area","CZ008F","České Budějovice","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",127,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK549F","Bedford","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",48.8,,
"TUR","Türkiye","FUA","Functional Urban Area","TR012F","Istanbul","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",30,,
"CAN","Canada","FUA","Functional Urban Area","CAN23F","Red Deer","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",240,,
"USA","United States","FUA","Functional Urban Area","USA130F","Collier","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",284,,
"USA","United States","FUA","Functional Urban Area","USA79F","Pulaski","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",591,,
