"LOCATION","Country","TL","Territory level","GEO","Geography","VAR","Variable","TIME","Time","Value","Flag Codes","Flags"
"DEU","Germany","FUA","Functional Urban Area","DE011F","Düsseldorf","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",50.9,,
"JPN","Japan","FUA","Functional Urban Area","JPN40F","Matsumoto","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",9.7,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK569F","Ipswich","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",47,,
"DEU","Germany","FUA","Functional Urban Area","DE098F","Oldenburg (Oldenburg)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",244,,
"USA","United States","FUA","Functional Urban Area","USA101F","Caddo","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",604,,
"COL","Colombia","FUA","Functional Urban Area","COL49F","Espinal","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",34,,
"NLD","Netherlands","FUA","Functional Urban Area","NL041F","Tilburg","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",41.1,,
"USA","United States","FUA","Functional Urban Area","USA181F","Benton (MN)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",487,,
"LVA","Latvia","FUA","Functional Urban Area","LV001F","Riga","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",47.6,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK010F","Sheffield","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",188,,
"ESP","Spain","FUA","Functional Urban Area","ES030F","Girona","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",40.9,,
"USA","United States","FUA","Functional Urban Area","USA60F","East Baton Rouge","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",461,,
"USA","United States","FUA","Functional Urban Area","USA36F","Jefferson (KY)","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",60.1,,
"TUR","Türkiye","FUA","Functional Urban Area","TR019F","Malatya","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",47,,
"CAN","Canada","FUA","Functional Urban Area","CAN10F","London","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",231,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK576F","Crawley","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",177,,
"KOR","Korea","FUA","Functional Urban Area","KOR09F","Deokjin","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",26.1,,
"TUR","Türkiye","FUA","Functional Urban Area","TR005F","Bursa","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",30.9,,
"DEU","Germany","FUA","Functional Urban Area","DE006F","Ruhrgebiet","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",224,,
"FRA","France","FUA","Functional Urban Area","FR062F","Mamoudzou","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",61.8,,
"DEU","Germany","FUA","Functional Urban Area","DE084F","Chemnitz","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",232,,
"ESP","Spain","FUA","Functional Urban Area","ES031F","Cáceres","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",48,,
"ESP","Spain","FUA","Functional Urban Area","ES037F","Ferrol","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",235,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK023F","Portsmouth","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",44.8,,
"ITA","Italy","FUA","Functional Urban Area","IT074F","Forlì","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",121,,
"AUS","Australia","FUA","Functional Urban Area","AUS10F","Wollongong","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",307,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK553F","Blackpool","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",122,,
"CAN","Canada","FUA","Functional Urban Area","CAN04F","Ottawa","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",45.5,,
"DNK","Denmark","FUA","Functional Urban Area","DK004F","Aalborg","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",212,,
"USA","United States","FUA","Functional Urban Area","USA175F","Whatcom","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",63.3,,
"ROU","Romania","FUA","Functional Urban Area","RO008F","Arad","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",132,,
"HRV","Croatia","FUA","Functional Urban Area","HR005F","Split","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",103,,
"MEX","Mexico","FUA","Functional Urban Area","MEX35F","Matamoros","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",22.2,,
"FRA","France","FUA","Functional Urban Area","FR032F","Limoges","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",47.8,,
"COL","Colombia","FUA","Functional Urban Area","COL48F","Aguachica","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",38.9,,
"GRC","Greece","FUA","Functional Urban Area","EL005F","Larisa","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",21.6,,
"KOR","Korea","FUA","Functional Urban Area","KOR15F","Jinju","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",166,,
"DEU","Germany","FUA","Functional Urban Area","DE100F","Heidelberg","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",134,,
"HUN","Hungary","FUA","Functional Urban Area","HU002F","Miskolc","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",52.5,,
"IRL","Ireland","FUA","Functional Urban Area","IE002F","Cork","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",53.1,,
"MEX","Mexico","FUA","Functional Urban Area","MEX40F","Mazatlan","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",33,,
"BEL","Belgium","FUA","Functional Urban Area","BE003F","Gent","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",221,,
"COL","Colombia","FUA","Functional Urban Area","COL18F","Neiva","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",79,,
"TUR","Türkiye","FUA","Functional Urban Area","TR010F","Gaziantep","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",27,,
"POL","Poland","FUA","Functional Urban Area","PL060F","Rybnik","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",62.3,,
"DEU","Germany","FUA","Functional Urban Area","DE009F","Dresden","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",54.3,,
"ESP","Spain","FUA","Functional Urban Area","ES012F","Vitoria/Gasteiz","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",27.5,,
"ITA","Italy","FUA","Functional Urban Area","IT086F","Trani","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",21.9,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK031F","Bath and North East Somerset","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",168,,
"USA","United States","FUA","Functional Urban Area","USA196F","Wichita","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",585,,
"USA","United States","FUA","Functional Urban Area","USA43F","Virginia Beach","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",412,,
"ITA","Italy","FUA","Functional Urban Area","IT085F","Andria","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",26.9,,
"USA","United States","FUA","Functional Urban Area","USA190F","Winnebago (WI)","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.8,,
"DEU","Germany","FUA","Functional Urban Area","DE058F","Aschaffenburg","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",50.1,,
"FRA","France","FUA","Functional Urban Area","FR017F","Reims","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",33.2,,
"ITA","Italy","FUA","Functional Urban Area","IT049F","Acireale","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",59,,
"ESP","Spain","FUA","Functional Urban Area","ES013F","Oviedo","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",49.4,,
"NLD","Netherlands","FUA","Functional Urban Area","NL007F","Apeldoorn","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",191,,
"CHL","Chile","FUA","Functional Urban Area","CL004F","Antofagasta","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",2.3,,
"FRA","France","FUA","Functional Urban Area","FR069F","Saint-Brieuc","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",225,,
"AUS","Australia","FUA","Functional Urban Area","AUS02F","Greater Melbourne","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",170,,
"DEU","Germany","FUA","Functional Urban Area","DE089F","Lübeck","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",50.1,,
"USA","United States","FUA","Functional Urban Area","USA206F","Kankakee","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",46.7,,
"ESP","Spain","FUA","Functional Urban Area","ES020F","Córdoba","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",33.6,,
"TUR","Türkiye","FUA","Functional Urban Area","TR018F","Konya","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",53,,
"POL","Poland","FUA","Functional Urban Area","PL017F","Gorzów Wielkopolski","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",183,,
"CAN","Canada","FUA","Functional Urban Area","CAN05F","Calgary","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",39.8,,
"ITA","Italy","FUA","Functional Urban Area","IT034F","Udine","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",38.4,,
"JPN","Japan","FUA","Functional Urban Area","JPN47F","Isesaki","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",110,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK568F","Cheshire West and Chester","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",50.3,,
"ITA","Italy","FUA","Functional Urban Area","IT007F","Firenze","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",90,,
"MEX","Mexico","FUA","Functional Urban Area","MEX73F","San Martin Texmelucan","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",46,,
"FRA","France","FUA","Functional Urban Area","FR061F","Calais","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",32.7,,
"MEX","Mexico","FUA","Functional Urban Area","MEX50F","Tehuacan","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",25,,
"KOR","Korea","FUA","Functional Urban Area","KOR08F","Heungdeok","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",28.8,,
"USA","United States","FUA","Functional Urban Area","USA195F","Yellowstone","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",317,,
"KOR","Korea","FUA","Functional Urban Area","KOR14F","Jeju","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",188,,
"ROU","Romania","FUA","Functional Urban Area","RO027F","Ploieşti","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",32.9,,
"USA","United States","FUA","Functional Urban Area","USA13F","Detroit (Greater)","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",431,,
"COL","Colombia","FUA","Functional Urban Area","COL47F","Sabanalarga","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",58,,
"USA","United States","FUA","Functional Urban Area","USA28F","Charlotte","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",525,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK050F","Burnley","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",58.6,,
"USA","United States","FUA","Functional Urban Area","USA14F","Seattle","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",57.5,,
"JPN","Japan","FUA","Functional Urban Area","JPN49F","Hachinohe","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",18,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK510F","Sunderland","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",140,,
"USA","United States","FUA","Functional Urban Area","USA79F","Pulaski","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",59.7,,
"GBR","United Kingdom","FUA","Functional Urban Area","UK002F","West Midlands urban area","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",138,,
"FRA","France","FUA","Functional Urban Area","FR039F","Besançon","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",175,,
"DEU","Germany","FUA","Functional Urban Area","DE008F","Leipzig","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",189,,
"POL","Poland","FUA","Functional Urban Area","PL035F","Inowrocław","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",125,,
"MEX","Mexico","FUA","Functional Urban Area","MEX76F","Tianguistenco","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",28.8,,
"FRA","France","FUA","Functional Urban Area","FR034F","Brest","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",45.2,,
"NLD","Netherlands","FUA","Functional Urban Area","NL029F","Leiden","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",146,,
"DEU","Germany","FUA","Functional Urban Area","DE054F","Gießen","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",232,,
"ESP","Spain","FUA","Functional Urban Area","ES004F","Sevilla","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",69,,
"USA","United States","FUA","Functional Urban Area","USA123F","Chatham","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",529,,
"JPN","Japan","FUA","Functional Urban Area","JPN05F","Sapporo","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",23.2,,
"USA","United States","FUA","Functional Urban Area","USA61F","Worcester","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",65.4,,
"ITA","Italy","FUA","Functional Urban Area","IT046F","Cosenza","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",153,,
"ITA","Italy","FUA","Functional Urban Area","IT013F","Cremona","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",77,,
"USA","United States","FUA","Functional Urban Area","USA67F","San Joaquin","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",116,,
"COL","Colombia","FUA","Functional Urban Area","COL29F","Girardot","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",73,,
"MEX","Mexico","FUA","Functional Urban Area","MEX85F","Iguala de la Independencia","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",37.7,,
"MEX","Mexico","FUA","Functional Urban Area","MEX59F","Puerto Vallarta","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",42.5,,
"USA","United States","FUA","Functional Urban Area","USA133F","Thurston","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",69.2,,
"ITA","Italy","FUA","Functional Urban Area","IT002F","Milano","GREEN_AREA_SH","Share of green areas in FUA's urban centres","2021","2021",41.3,,
"SWE","Sweden","FUA","Functional Urban Area","SE003F","Malmö","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",101,,
"MEX","Mexico","FUA","Functional Urban Area","MEX91F","Hidalgo del Parral","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",107,,
"USA","United States","FUA","Functional Urban Area","USA159F","Sangamon","GREEN_AREA_PC","Green area per capita (in sqm per capita)","2021","2021",617,,
